# id	name	slot  (from equipment-models.json, cache revision 2026-08-04)
13595	Graceful top	torso
13596	Graceful top	torso
13597	Graceful legs	legs
13598	Graceful legs	legs
13599	Graceful gloves	hands
13600	Graceful gloves	hands
13601	Graceful boots	boots
13602	Graceful boots	boots
13603	Graceful hood	head
13604	Graceful hood	head
13605	Graceful cape	cape
13606	Graceful cape	cape
13607	Graceful top	torso
13608	Graceful top	torso
13609	Graceful legs	legs
13610	Graceful legs	legs
13611	Graceful gloves	hands
13612	Graceful gloves	hands
13613	Graceful boots	boots
13614	Graceful boots	boots
13615	Graceful hood	head
13616	Graceful hood	head
13617	Graceful cape	cape
13618	Graceful cape	cape
13619	Graceful top	torso
13620	Graceful top	torso
13621	Graceful legs	legs
13622	Graceful legs	legs
13623	Graceful gloves	hands
13624	Graceful gloves	hands
13625	Graceful boots	boots
13626	Graceful boots	boots
13627	Graceful hood	head
13628	Graceful hood	head
13629	Graceful cape	cape
13630	Graceful cape	cape
13631	Graceful top	torso
13632	Graceful top	torso
13633	Graceful legs	legs
13634	Graceful legs	legs
13635	Graceful gloves	hands
13636	Graceful gloves	hands
13637	Graceful boots	boots
13638	Graceful boots	boots
13640	Farmer's boro trousers	legs
13641	Farmer's boro trousers	legs
13642	Farmer's jacket	torso
13643	Farmer's shirt	torso
13644	Farmer's boots	boots
13645	Farmer's boots	boots
13646	Farmer's strawhat	head
13647	Farmer's strawhat	head
13652	Dragon claws	weapon
13655	Gnome child hat	head
13660	Chronicle	shield
13663	Bunny top	torso
13664	Bunny legs	legs
13665	Bunny paws	hands
13667	Graceful hood	head
13668	Graceful hood	head
13669	Graceful cape	cape
13670	Graceful cape	cape
13671	Graceful top	torso
13672	Graceful top	torso
13673	Graceful legs	legs
13674	Graceful legs	legs
13675	Graceful gloves	hands
13676	Graceful gloves	hands
13677	Graceful boots	boots
13678	Graceful boots	boots
13679	Cabbage cape	cape
13681	Cruciferous codex	shield
13682	null	?
13683	null	?
13685	null	?
16176	Pharaoh's sceptre	weapon
16888	New crystal bow	weapon
16889	New crystal bow (i)	weapon
16890	New crystal shield	shield
16891	New crystal shield (i)	shield
16892	New crystal halberd full (i)	weapon
16893	New crystal halberd full	weapon
19476	Achievement diary cape	cape
19478	Light ballista	weapon
19481	Heavy ballista	weapon
19492	Zenyte bracelet	hands
19493	Zenyte	?
19532	Zenyte bracelet	hands
19535	Zenyte necklace	amulet
19541	Zenyte amulet	amulet
19544	Tormented bracelet	hands
19547	Necklace of anguish	amulet
19553	Amulet of torture	amulet
19556	Monkey	cape
19560	Charged onyx	?
19562	Deconstructed onyx	?
19639	Black slayer helmet	head
19641	Black slayer helmet (i)	head
19643	Green slayer helmet	head
19645	Green slayer helmet (i)	head
19647	Red slayer helmet	head
19649	Red slayer helmet (i)	head
19675	Arclight	weapon
19687	Helm of raedwald	head
19689	Clue hunter garb	torso
19691	Clue hunter gloves	hands
19693	Clue hunter trousers	legs
19695	Clue hunter boots	boots
19697	Clue hunter cloak	cape
19699	Hornwood helm	head
19707	Amulet of eternal glory	amulet
19720	Occult necklace (or)	amulet
19722	Dragon defender (t)	shield
19724	Left eye patch	head
19727	Double eye patch	head
19912	Zombie head	weapon
19915	Cyclops head	head
19918	Nunchaku	weapon
19921	Ancient d'hide boots	boots
19924	Bandos d'hide boots	boots
19927	Guthix d'hide boots	boots
19930	Armadyl d'hide boots	boots
19933	Saradomin d'hide boots	boots
19936	Zamorak d'hide boots	boots
19941	Heavy casket	weapon
19943	Arceuus scarf	amulet
19946	Hosidius scarf	amulet
19949	Lovakengj scarf	amulet
19952	Piscarilius scarf	amulet
19955	Shayzien scarf	amulet
19958	Dark tuxedo jacket	torso
19961	Dark tuxedo cuffs	hands
19964	Dark trousers	legs
19967	Dark tuxedo shoes	boots
19970	Dark bow tie	amulet
19973	Light tuxedo jacket	torso
19976	Light tuxedo cuffs	hands
19979	Light trousers	legs
19982	Light tuxedo shoes	boots
19985	Light bow tie	amulet
19988	Blacksmith's helm	head
19991	Bucket helm	head
19994	Ranger gloves	hands
19997	Holy wraps	hands
20000	Dragon scimitar (or)	weapon
20008	Fancy tiara	head
20011	3rd age axe	weapon
20014	3rd age pickaxe	weapon
20020	Lesser demon mask	head
20023	Greater demon mask	head
20026	Black demon mask	head
20029	Old demon mask	head
20032	Jungle demon mask	head
20035	Samurai kasa	head
20038	Samurai shirt	torso
20041	Samurai gloves	hands
20044	Samurai greaves	legs
20047	Samurai boots	boots
20050	Obsidian cape (r)	cape
20053	Half moon spectacles	head
20056	Ale of the gods	weapon
20059	Bucket helm (g)	head
20080	Mummy's head	head
20083	Mummy's body	torso
20086	Mummy's hands	hands
20089	Mummy's legs	legs
20092	Mummy's feet	boots
20095	Ankou mask	head
20098	Ankou top	torso
20101	Ankou gloves	hands
20104	Ankou's leggings	legs
20107	Ankou socks	boots
20110	Bowl wig	head
20113	Arceuus hood	head
20116	Hosidius hood	head
20119	Lovakengj hood	head
20122	Piscarilius hood	head
20125	Shayzien hood	head
20128	Hood of darkness	head
20131	Robe top of darkness	torso
20134	Gloves of darkness	hands
20137	Robe bottom of darkness	legs
20140	Boots of darkness	boots
20146	Gilded med helm	head
20149	Gilded chainbody	torso
20152	Gilded sq shield	shield
20155	Gilded 2h sword	weapon
20158	Gilded spear	weapon
20161	Gilded hasta	weapon
20164	Large spade	weapon
20166	Wooden shield (g)	shield
20169	Steel platebody (g)	torso
20172	Steel platelegs (g)	legs
20175	Steel plateskirt (g)	legs
20178	Steel full helm (g)	head
20181	Steel kiteshield (g)	shield
20184	Steel platebody (t)	torso
20187	Steel platelegs (t)	legs
20190	Steel plateskirt (t)	legs
20193	Steel full helm (t)	head
20196	Steel kiteshield (t)	shield
20199	Monk's robe top (g)	torso
20202	Monk's robe (g)	legs
20205	Golden chef's hat	head
20208	Golden apron	torso
20211	Team cape zero	cape
20214	Team cape x	cape
20217	Team cape i	cape
20240	Crier coat	torso
20243	Crier bell	weapon
20246	Black leprechaun hat	head
20249	Clueless scroll	weapon
20251	Arceuus banner	weapon
20254	Hosidius banner	weapon
20257	Lovakengj banner	weapon
20260	Piscarilius banner	weapon
20263	Shayzien banner	weapon
20266	Black unicorn mask	head
20269	White unicorn mask	head
20272	Cabbage round shield	shield
20275	Gnomish firelighter	?
20278	Gnomish firelighter	?
20366	Amulet of torture (or)	amulet
20368	Armadyl godsword (or)	weapon
20370	Bandos godsword (or)	weapon
20372	Saradomin godsword (or)	weapon
20374	Zamorak godsword (or)	weapon
20397	Spear	weapon
20401	Yew shortbow	weapon
20402	Rune scimitar	weapon
20403	Maple shortbow	weapon
20405	Abyssal whip	weapon
20406	Dragon scimitar	weapon
20407	Dragon dagger	weapon
20408	Dark bow	weapon
20415	Adamant platebody	torso
20416	Adamant platelegs	legs
20417	Blue d'hide body	torso
20418	Blue d'hide chaps	legs
20421	Rune platebody	torso
20422	Rune platelegs	legs
20423	Black d'hide body	torso
20424	Black d'hide chaps	legs
20425	Mystic robe top	torso
20426	Mystic robe bottom	legs
20428	Dragon chainbody	torso
20429	Dragon platelegs	legs
20431	Ancient staff	weapon
20433	Evil chicken feet	boots
20436	Evil chicken wings	torso
20439	Evil chicken head	head
20442	Evil chicken legs	legs
20517	Elder chaos top	torso
20520	Elder chaos robe	legs
20552	Rune battleaxe	weapon
20553	Beginner wand	weapon
20554	Toktz-xil-ak	weapon
20555	Rune 2h sword	weapon
20556	Apprentice wand	weapon
20557	Granite maul	weapon
20558	Magic shortbow	weapon
20559	Dragon 2h sword	weapon
20560	Master wand	weapon
20561	Adamant full helm	head
20562	Mystic hat	head
20563	Proselyte sallet	head
20564	Proselyte hauberk	torso
20565	Proselyte cuisse	legs
20566	Red d'hide body	torso
20567	Red d'hide chaps	legs
20568	Splitbark helm	head
20571	Warrior helm	head
20572	Archer helm	head
20573	Farseer helm	head
20574	Infinity top	torso
20575	Infinity bottoms	legs
20576	3rd age robe top	torso
20577	3rd age robe	legs
20578	Climbing boots	boots
20579	Mystic boots	boots
20580	Snakeskin boots	boots
20581	Mithril gloves	hands
20582	Adamant gloves	hands
20583	Rune gloves	hands
20584	Amulet of accuracy	amulet
20585	Amulet of power	amulet
20586	Amulet of glory	amulet
20587	Rope	?
20590	Stale baguette	weapon
20593	Armadyl godsword	weapon
20595	Elder chaos hood	head
20598	Ahrim's robetop	torso
20599	Ahrim's robeskirt	legs
20695	Bruma root	?
20696	Bruma kindling	?
20704	Pyromancer garb	torso
20706	Pyromancer robe	legs
20708	Pyromancer hood	head
20710	Pyromancer boots	boots
20712	Warm gloves	hands
20714	Tome of fire	shield
20716	Tome of fire (empty)	shield
20720	Bruma torch	weapon
20727	Leaf-bladed battleaxe	weapon
20730	Mist battlestaff	weapon
20733	Mystic mist staff	weapon
20736	Dust battlestaff	weapon
20739	Mystic dust staff	weapon
20756	Hill giant club	weapon
20760	Ardougne max cape	cape
20764	Ardougne max hood	head
20773	Banshee mask	head
20775	Banshee top	torso
20777	Banshee robe	legs
20779	Hunting knife	weapon
20781	Killer's knife	weapon
20784	Dragon claws	weapon
20785	Dragon warhammer	weapon
20792	Hardcore ironman helm	head
20794	Hardcore ironman platebody	torso
20796	Hardcore ironman platelegs	legs
20802	Healer icon	jaw
20834	Sack of presents	cape
20836	Giant present	weapon
20838	Corrupted helm	head
20840	Corrupted platebody	torso
20842	Corrupted platelegs	legs
20844	Corrupted plateskirt	legs
20846	Corrupted kiteshield	shield
20849	Dragon thrownaxe	weapon
20997	Twisted bow	weapon
21000	Twisted buckler	shield
21003	Elder maul	weapon
21006	Kodai wand	weapon
21009	Dragon sword	weapon
21012	Dragon hunter crossbow	weapon
21015	Dinh's bulwark	weapon
21018	Ancestral hat	head
21021	Ancestral robe top	torso
21024	Ancestral robe bottom	legs
21028	Dragon harpoon	weapon
21031	Infernal harpoon	weapon
21033	Infernal harpoon (uncharged)	weapon
21059	Killer's knife	weapon
21061	Graceful hood	head
21063	Graceful hood	head
21064	Graceful cape	cape
21066	Graceful cape	cape
21067	Graceful top	torso
21069	Graceful top	torso
21070	Graceful legs	legs
21072	Graceful legs	legs
21073	Graceful gloves	hands
21075	Graceful gloves	hands
21076	Graceful boots	boots
21078	Graceful boots	boots
21090	Opal necklace	amulet
21093	Jade necklace	amulet
21096	Topaz necklace	amulet
21108	Opal amulet	amulet
21111	Jade amulet	amulet
21114	Topaz amulet	amulet
21117	Opal bracelet	hands
21120	Jade bracelet	hands
21123	Topaz bracelet	hands
21143	Dodgy necklace	amulet
21146	Necklace of passage(5)	amulet
21149	Necklace of passage(4)	amulet
21151	Necklace of passage(3)	amulet
21153	Necklace of passage(2)	amulet
21155	Necklace of passage(1)	amulet
21157	Necklace of faith	amulet
21160	Amulet of bounty	amulet
21163	Amulet of chemistry	amulet
21166	Burning amulet(5)	amulet
21169	Burning amulet(4)	amulet
21171	Burning amulet(3)	amulet
21173	Burning amulet(2)	amulet
21175	Burning amulet(1)	amulet
21177	Expeditious bracelet	hands
21180	Flamtaer bracelet	hands
21183	Bracelet of slaughter	hands
21186	Fire max cape	cape
21198	Lava battlestaff	weapon
21200	Mystic lava staff	weapon
21205	Elder maul	weapon
21206	Dragon sword	weapon
21207	Dragon thrownaxe	weapon
21209	Birthday balloons	weapon
21211	4th birthday hat	head
21214	Easter egg helm	head
21253	Farmer's strawhat	head
21254	Farmer's strawhat	head
21255	Slayer's staff (e)	weapon
21261	Mysterious orb	?
21264	Purple slayer helmet	head
21266	Purple slayer helmet (i)	head
21270	Eternal gem	?
21276	Skull sceptre (i)	weapon
21282	Infernal max hood	head
21284	Infernal max cape	cape
21285	Infernal max cape	cape
21295	Infernal cape	cape
21297	Infernal cape	cape
21298	Obsidian helmet	head
21301	Obsidian platebody	torso
21304	Obsidian platelegs	legs
21314	Rainbow scarf	amulet
21343	Mining gloves	hands
21345	Superior mining gloves	hands
21347	Amethyst	?
21354	Hand fan	weapon
21392	Expert mining gloves	hands
21396	Clan wars cape	jaw
21397	Clan wars cape	jaw
21398	Clan wars cape	jaw
21399	Clan wars cape	jaw
21400	Clan wars cape	jaw
21401	Clan wars cape	jaw
21402	Clan wars cape	jaw
21403	Clan wars cape	jaw
21404	Clan wars cape	jaw
21405	Clan wars cape	jaw
21406	Clan wars cape	jaw
21407	Clan wars cape	jaw
21408	Clan wars cape	jaw
21409	Clan wars cape	jaw
21410	Clan wars cape	jaw
21411	Clan wars cape	jaw
21412	Clan wars cape	jaw
21413	Clan wars cape	jaw
21414	Clan wars cape	jaw
21415	Clan wars cape	jaw
21416	Clan wars cape	jaw
21417	Clan wars cape	jaw
21418	Clan wars cape	jaw
21419	Clan wars cape	jaw
21420	Clan wars cape	jaw
21421	Clan wars cape	jaw
21422	Clan wars cape	jaw
21423	Clan wars cape	jaw
21424	Clan wars cape	jaw
21425	Clan wars cape	jaw
21426	Clan wars cape	jaw
21427	Clan wars cape	jaw
21428	Wilderness cape	cape
21429	Wilderness cape	cape
21430	Wilderness cape	cape
21431	Wilderness cape	cape
21432	Wilderness cape	cape
21433	Wilderness champion amulet	amulet
21434	Wilderness cape	cape
21435	Wilderness cape	cape
21436	Wilderness cape	cape
21437	Wilderness cape	cape
21438	Wilderness cape	cape
21439	Champion's cape	cape
21445	Pharaoh's sceptre	weapon
21446	Pharaoh's sceptre	weapon
21539	Heat-proof vessel	weapon
21633	Ancient wyvern shield	shield
21634	Ancient wyvern shield	shield
21643	Granite boots	boots
21646	Granite longsword	weapon
21649	Merfolk trident	weapon
21652	Drift net	?
21655	Pufferfish	?
21695	Runefest shield	shield
21720	Jonas mask	head
21722	Diving helmet	head
21723	Diving apparatus	cape
21733	Guardian boots	boots
21736	Granite gloves	hands
21742	Granite hammer	weapon
21760	Kharedst's memoirs	shield
21776	Imbued saradomin max cape	cape
21778	Imbued saradomin max hood	head
21780	Imbued zamorak max cape	cape
21782	Imbued zamorak max hood	head
21784	Imbued guthix max cape	cape
21786	Imbued guthix max hood	head
21791	Imbued saradomin cape	cape
21793	Imbued guthix cape	cape
21795	Imbued zamorak cape	cape
21816	Bracelet of ethereum	hands
21817	Bracelet of ethereum (uncharged)	hands
21838	Shaman mask	head
21847	Snow imp costume head	head
21849	Snow imp costume body	torso
21851	Snow imp costume legs	legs
21853	Snow imp costume tail	cape
21855	Snow imp costume gloves	hands
21857	Snow imp costume feet	boots
21859	Wise old man's santa hat	head
21888	Turquoise slayer helmet	head
21890	Turquoise slayer helmet (i)	head
21892	Dragon platebody	torso
21895	Dragon kiteshield	shield
21898	Assembler max cape	cape
21900	Assembler max hood	head
21902	Dragon crossbow	weapon
21918	Dragon limbs	shield
21921	Dragon crossbow (u)	?
21952	Magic stock	weapon
22002	Dragonfire ward	shield
22003	Dragonfire ward	shield
22109	Ava's assembler	cape
22111	Dragonbone necklace	amulet
22114	Mythical cape	cape
22121	Wrath tiara	head
22127	Adamant kiteshield	shield
22129	Adamant kiteshield	shield
22131	Adamant kiteshield	shield
22133	Adamant kiteshield	shield
22135	Adamant kiteshield	shield
22137	Adamant kiteshield	shield
22139	Adamant kiteshield	shield
22141	Adamant kiteshield	shield
22143	Adamant kiteshield	shield
22145	Adamant kiteshield	shield
22147	Adamant kiteshield	shield
22149	Adamant kiteshield	shield
22151	Adamant kiteshield	shield
22153	Adamant kiteshield	shield
22155	Adamant kiteshield	shield
22157	Adamant kiteshield	shield
22159	Adamant heraldic helm	head
22161	Adamant heraldic helm	head
22163	Adamant heraldic helm	head
22165	Adamant heraldic helm	head
22167	Adamant heraldic helm	head
22169	Adamant heraldic helm	head
22171	Adamant heraldic helm	head
22173	Adamant heraldic helm	head
22175	Adamant heraldic helm	head
22177	Adamant heraldic helm	head
22179	Adamant heraldic helm	head
22181	Adamant heraldic helm	head
22183	Adamant heraldic helm	head
22185	Adamant heraldic helm	head
22187	Adamant heraldic helm	head
22189	Adamant heraldic helm	head
22234	Dragon boots (g)	boots
22242	Dragon platebody (g)	torso
22244	Dragon kiteshield (g)	shield
22249	Necklace of anguish (or)	amulet
22251	Oak shield	shield
22254	Willow shield	shield
22257	Maple shield	shield
22260	Yew shield	shield
22263	Magic shield	shield
22266	Redwood shield	shield
22269	Hard leather shield	shield
22272	Snakeskin shield	shield
22275	Green d'hide shield	shield
22278	Blue d'hide shield	shield
22281	Red d'hide shield	shield
22284	Black d'hide shield	shield
22288	Trident of the seas (e)	weapon
22290	Uncharged trident (e)	weapon
22292	Trident of the swamp (e)	weapon
22294	Uncharged toxic trident (e)	weapon
22296	Staff of light	weapon
22308	Healer icon	jaw
22309	Healer icon	jaw
22310	Healer icon	jaw
22311	Healer icon	jaw
22312	Collector icon	jaw
22313	Collector icon	jaw
22314	Collector icon	jaw
22315	Collector icon	jaw
22316	Prop sword	weapon
22322	Avernic defender	shield
22323	Sanguinesti staff	weapon
22324	Ghrazi rapier	weapon
22325	Scythe of vitur	weapon
22326	Justiciar faceguard	head
22327	Justiciar chestguard	torso
22328	Justiciar legguards	legs
22331	Starter sword	weapon
22333	Starter bow	weapon
22335	Starter staff	weapon
22337	Collector icon	jaw
22338	Collector icon	jaw
22339	Collector icon	jaw
22340	Defender icon	jaw
22341	Defender icon	jaw
22342	Defender icon	jaw
22343	Defender icon	jaw
22344	Defender icon	jaw
22345	Defender icon	jaw
22346	Attacker icon	jaw
22347	Attacker icon	jaw
22348	Attacker icon	jaw
22349	Attacker icon	jaw
22351	Eggshell platebody	torso
22353	Eggshell platelegs	legs
22355	Holy handegg	weapon
22358	Peaceful handegg	weapon
22361	Chaotic handegg	weapon
22368	Bryophyta's staff (uncharged)	weapon
22370	Bryophyta's staff	weapon
22388	Xeric's guard	cape
22390	Xeric's warrior	cape
22392	Xeric's sentinel	cape
22394	Xeric's general	cape
22396	Xeric's champion	cape
22398	Ivandis flail	weapon
22400	Drakan's medallion	amulet
22433	Emerald sickle (b)	weapon
22435	Enchanted emerald sickle (b)	weapon
22481	Sanguinesti staff (uncharged)	weapon
22486	Scythe of vitur (uncharged)	weapon
22494	Sinhaza shroud tier 1	cape
22496	Sinhaza shroud tier 2	cape
22498	Sinhaza shroud tier 3	cape
22500	Sinhaza shroud tier 4	cape
22502	Sinhaza shroud tier 5	cape
22516	Dawnbringer	weapon
22542	Viggora's chainmace (u)	weapon
22545	Viggora's chainmace	weapon
22547	Craw's bow (u)	weapon
22550	Craw's bow	weapon
22552	Thammaron's sceptre (u)	weapon
22555	Thammaron's sceptre	weapon
22557	Amulet of avarice	amulet
22610	Vesta's spear	weapon
22613	Vesta's longsword	weapon
22616	Vesta's chainbody	torso
22619	Vesta's plateskirt	legs
22622	Statius's warhammer	weapon
22625	Statius's full helm	head
22628	Statius's platebody	torso
22631	Statius's platelegs	legs
22634	Morrigan's throwing axe	weapon
22636	Morrigan's javelin	weapon
22638	Morrigan's coif	head
22641	Morrigan's leather body	torso
22644	Morrigan's leather chaps	legs
22647	Zuriel's staff	weapon
22650	Zuriel's hood	head
22653	Zuriel's robe top	torso
22656	Zuriel's robe bottom	legs
22664	Scythe of vitur	weapon
22665	Armadyl godsword	weapon
22666	Rubber chicken	weapon
22675	Scroll sack	cape
22684	Eek	weapon
22688	Null	?
22689	Clown mask	head
22691	Null	amulet
22692	Clown bow tie	amulet
22694	Null	?
22695	Clown gown	torso
22697	Null	?
22698	Clown trousers	legs
22700	Null	boots
22701	Clown shoes	boots
22711	Collection log	shield
22713	Star-face	head
22715	Tree top	torso
22717	Tree skirt	legs
22719	Candy cane	weapon
22721	Attacker icon	jaw
22722	Attacker icon	jaw
22723	Attacker icon	jaw
22724	Collector icon	jaw
22725	Defender icon	jaw
22726	Defender icon	jaw
22727	Defender icon	jaw
22728	Defender icon	jaw
22729	Attacker icon	jaw
22730	Attacker icon	jaw
22731	Dragon hasta	weapon
22734	Dragon hasta(p)	weapon
22737	Dragon hasta(p+)	weapon
22740	Dragon hasta(p++)	weapon
22743	Dragon hasta(kp)	weapon
22804	Dragon knife	weapon
22806	Dragon knife(p)	weapon
22808	Dragon knife(p+)	weapon
22810	Dragon knife(p++)	weapon
22812	Dragon knife	shield
22814	Dragon knife	shield
22816	Cormorant's glove	weapon
22817	Cormorant's glove	weapon
22838	Fish sack	cape
22840	Golden tench	weapon
22842	Pearl barbarian rod	weapon
22844	Pearl fly fishing rod	weapon
22846	Pearl fishing rod	weapon
22951	Boots of brimstone	boots
22954	Devout boots	boots
22978	Dragon hunter lance	weapon
22981	Ferocious gloves	hands
22986	Bonecrusher necklace	amulet
22994	Bottomless compost bucket	?
22997	Bottomless compost bucket	?
23037	Boots of stone	boots
23047	Mystic hat (dusk)	head
23050	Mystic robe top (dusk)	torso
23053	Mystic robe bottom (dusk)	legs
23056	Mystic gloves (dusk)	hands
23059	Mystic boots (dusk)	boots
23073	Hydra slayer helmet	head
23075	Hydra slayer helmet (i)	head
23091	Ornate gloves	hands
23093	Ornate boots	boots
23095	Ornate legs	legs
23097	Ornate top	torso
23099	Ornate cape	cape
23101	Ornate helm	head
23108	Birthday cake	weapon
23122	Oily pearl fishing rod	weapon
23188	Guthix d'hide shield	shield
23191	Saradomin d'hide shield	shield
23194	Zamorak d'hide shield	shield
23197	Ancient d'hide shield	shield
23200	Armadyl d'hide shield	shield
23203	Bandos d'hide shield	shield
23206	Dual sai	weapon
23209	Rune platebody (h1)	torso
23212	Rune platebody (h2)	torso
23215	Rune platebody (h3)	torso
23218	Rune platebody (h4)	torso
23221	Rune platebody (h5)	torso
23224	Thieving bag	cape
23230	Rune defender (t)	shield
23235	Tzhaar-ket-om (t)	weapon
23240	Berserker necklace (or)	amulet
23242	3rd age plateskirt	legs
23246	Fremennik kilt	legs
23249	Rangers' tights	legs
23252	Giant boot	head
23255	Uri's hat	head
23258	Gilded coif	head
23261	Gilded d'hide vambraces	hands
23264	Gilded d'hide body	torso
23267	Gilded d'hide chaps	legs
23270	Adamant dragon mask	head
23273	Rune dragon mask	head
23276	Gilded pickaxe	weapon
23279	Gilded axe	weapon
23282	Gilded spade	weapon
23285	Mole slippers	boots
23288	Frog slippers	boots
23291	Bear feet	boots
23294	Demon feet	boots
23297	Jester cape	cape
23300	Shoulder parrot	cape
23303	Monk's robe top (t)	torso
23306	Monk's robe (t)	legs
23309	Amulet of defence (t)	amulet
23312	Sandwich lady hat	head
23315	Sandwich lady top	torso
23318	Sandwich lady bottom	legs
23330	Rune scimitar	weapon
23332	Rune scimitar	weapon
23334	Rune scimitar	weapon
23336	3rd age druidic robe top	torso
23339	3rd age druidic robe bottoms	legs
23342	3rd age druidic staff	weapon
23345	3rd age druidic cloak	cape
23351	Cape of skulls	cape
23354	Amulet of power (t)	amulet
23357	Rain bow	weapon
23360	Ham joint	weapon
23363	Staff of bob the cat	weapon
23366	Black platebody (h1)	torso
23369	Black platebody (h2)	torso
23372	Black platebody (h3)	torso
23375	Black platebody (h4)	torso
23378	Black platebody (h5)	torso
23381	Leather body (g)	torso
23384	Leather chaps (g)	legs
23389	Spiked manacles	boots
23392	Adamant platebody (h1)	torso
23395	Adamant platebody (h2)	torso
23398	Adamant platebody (h3)	torso
23401	Adamant platebody (h4)	torso
23404	Adamant platebody (h5)	torso
23407	Wolf mask	head
23410	Wolf cloak	cape
23413	Climbing boots (g)	boots
23444	Tormented bracelet (or)	hands
23446	Giant easter egg	weapon
23448	Bunnyman mask	head
23458	Enchanted lyre(i)	weapon
23460	Attacker icon	jaw
23461	Attacker icon	jaw
23462	Attacker icon	jaw
23463	Attacker icon	jaw
23464	Attacker icon	jaw
23465	Attacker icon	jaw
23466	Defender icon	jaw
23467	Defender icon	jaw
23468	Defender icon	jaw
23469	Defender icon	jaw
23470	Defender icon	jaw
23471	Collector icon	jaw
23472	Collector icon	jaw
23473	Collector icon	jaw
23474	Collector icon	jaw
23475	Collector icon	jaw
23476	Collector icon	jaw
23477	Collector icon	jaw
23478	Healer icon	jaw
23479	Healer icon	jaw
23480	Healer icon	jaw
23481	Healer icon	jaw
23482	Healer icon	jaw
23483	Healer icon	jaw
23484	Healer icon	jaw
23485	Healer icon	jaw
23486	Healer icon	jaw
23522	Mask of ranul	head
23528	Sarachnis cudgel	weapon
23591	Helm of neitiznot	head
23593	Barrows gloves	hands
23597	Dragon defender	shield
23599	Spirit shield	shield
23601	Rune crossbow	weapon
23603	Imbued guthix cape	cape
23605	Imbued zamorak cape	cape
23607	Imbued saradomin cape	cape
23609	Ava's accumulator	cape
23611	Armadyl crossbow	weapon
23613	Staff of the dead	weapon
23615	Vesta's longsword	weapon
23617	Zuriel's staff	weapon
23619	Morrigan's javelin	weapon
23620	Statius's warhammer	weapon
23622	Infernal cape	cape
23626	Kodai wand	weapon
23628	Ghrazi rapier	weapon
23630	Heavy ballista	weapon
23632	Karil's leathertop	torso
23633	Dharok's platelegs	legs
23634	Torag's platelegs	legs
23635	Verac's plateskirt	legs
23636	Verac's helm	head
23637	Torag's helm	head
23638	Guthan's helm	head
23639	Dharok's helm	head
23640	Amulet of fury	amulet
23642	Blessed spirit shield	shield
23644	Eternal boots	boots
23646	Bandos tassets	legs
23652	Mage's book	shield
23653	Ahrim's staff	weapon
23654	Occult necklace	amulet
23673	Crystal axe	weapon
23675	Crystal axe (inactive)	weapon
23677	Dragon pickaxe (or)	weapon
23679	null	weapon
23680	Crystal pickaxe	weapon
23682	Crystal pickaxe (inactive)	weapon
23684	null	weapon
23762	Crystal harpoon	weapon
23764	Crystal harpoon (inactive)	weapon
23766	null	weapon
23767	null	weapon
23785	Ardougne knight helm	head
23787	Ardougne knight platebody	torso
23789	Ardougne knight platelegs	legs
23819	null	?
23820	Corrupted sceptre	weapon
23821	Corrupted axe	weapon
23822	Corrupted pickaxe	weapon
23823	Corrupted harpoon	weapon
23839	Vial	?
23840	Corrupted helm (basic)	head
23841	Corrupted helm (attuned)	head
23842	Corrupted helm (perfected)	head
23843	Corrupted body (basic)	torso
23844	Corrupted body (attuned)	torso
23845	Corrupted body (perfected)	torso
23846	Corrupted legs (basic)	legs
23847	Corrupted legs (attuned)	legs
23848	Corrupted legs (perfected)	legs
23849	Corrupted halberd (basic)	weapon
23850	Corrupted halberd (attuned)	weapon
23851	Corrupted halberd (perfected)	weapon
23852	Corrupted staff (basic)	weapon
23853	Corrupted staff (attuned)	weapon
23854	Corrupted staff (perfected)	weapon
23855	Corrupted bow (basic)	weapon
23856	Corrupted bow (attuned)	weapon
23857	Corrupted bow (perfected)	weapon
23859	Gauntlet cape	cape
23861	Crystal sceptre	weapon
23862	Crystal axe	weapon
23863	Crystal pickaxe	weapon
23864	Crystal harpoon	weapon
23879	Vial	?
23886	Crystal helm (basic)	head
23887	Crystal helm (attuned)	head
23888	Crystal helm (perfected)	head
23889	Crystal body (basic)	torso
23890	Crystal body (attuned)	torso
23891	Crystal body (perfected)	torso
23892	Crystal legs (basic)	legs
23893	Crystal legs (attuned)	legs
23894	Crystal legs (perfected)	legs
23895	Crystal halberd (basic)	weapon
23896	Crystal halberd (attuned)	weapon
23897	Crystal halberd (perfected)	weapon
23898	Crystal staff (basic)	weapon
23899	Crystal staff (attuned)	weapon
23900	Crystal staff (perfected)	weapon
23901	Crystal bow (basic)	weapon
23902	Crystal bow (attuned)	weapon
23903	Crystal bow (perfected)	weapon
23907	Imbued tephra	weapon
23911	Crystal crown	head
23913	Crystal crown	head
23915	Crystal crown	head
23917	Crystal crown	head
23919	Crystal crown	head
23921	Crystal crown	head
23923	Crystal crown	head
23925	Crystal crown	head
23971	Crystal helm	head
23973	Crystal helm (inactive)	head
23975	Crystal body	torso
23977	Crystal body (inactive)	torso
23979	Crystal legs	legs
23981	Crystal legs (inactive)	legs
23983	Crystal bow	weapon
23985	Crystal bow (inactive)	weapon
23987	Crystal halberd	weapon
23989	Crystal halberd (inactive)	weapon
23991	Crystal shield	shield
23993	Crystal shield (inactive)	shield
